Run;Date;Time;#Files;Events;Target;LiveC;Beam;I;Torus;Mini;ec_hi;FcupA;Time;Comments
18306;99-05-16;20:28;3;1899002;C12;0.87;1161;6;1501;5996;100;55671;16;
18307;99-05-16;21:02;2;935783;C12;0.73;1161;6;1499;5996;100;20424;7;Large hole in region 3. sector 3 of drift chambers.
18308;99-05-16;21:15;5;2834237;3He_full;0.85;1161;6;1499;5996;100;72653;26;3He target filling. Unsure if we're hitting liquid or not
18309;99-05-16;22:15;14;10131363;3He_full;0.91;1161;5;1497;5996;100;283057;110;
18310;99-05-17;01:52;14;10043495;3He_full;0.91;1161;5;1503;5996;100;299532;110;
18311;99-05-17;03:51;14;10140648;3He_full;0.92;1161;5;1499;5996;100;327833;119;
18313;99-05-17;06:11;20;14098870;3He_full;0.9;1161;5;1499;5996;100;382592;140;
18314;99-05-17;09:03;4;2508200;3He_full;0.85;1161;5;1501;5996;100;74372;25;Keep taking data with the same configuration.
18315;99-05-17;09:52;6;3961562;3He_full;0.84;1161;5;1501;5996;100;103197;37;Production run after downloading trigger config.
18316;99-05-17;10:35;1;396704;3He_full;0.87;1161;5;1368;5996;100;5672;3;Junk
18318;99-05-17;11:05;1;606417;3He_full;0.89;1161;2.5;751;5996;100;30197;23;Run after reset DAQ.
Target i;s warming;up ...;..;;;;;;;;;;;
18319;99-05-17;11:36;3;2033872;empty;0.85;1161;32;751;5996;100;377403;30;A short empty target run.
18320;99-05-17;12:20;3;1911677;3He_full;0.88;1161;2.5;749;5996;100;345376;28;Back to normal production run with low magnetic field.
18321;99-05-17;12:52;11;8507615;other;0.91;1161;10;751;5996;100;397913;85;3He target is still cooling down.
18322;99-05-17;14:30;8;6622737;3He_full;0.85;1161;3;751;5996;99;91990;58;3He seems to be in liquid state and a new run starts with the beam current of 3nA.
18325;99-05-17;18:50;13;10085621;3He_full;0.9;1161;3;751;5996;100;134083;86;First data run after long (2.5 hour) downtime.
18326;99-05-17;20:21;12;10006856;3He_full;0.9;1161;3;751;5996;99;131845;87;
18327;99-05-17;22:04;13;10574621;3He_full;0.89;1161;3;751;5996;100;138833;83;
18328;99-05-17;23:29;7;5032567;3He_full;0.89;1161;3;751;5996;100;66296;42;
18329;99-05-18;00:45;14;10029036;3He_full;0.9;1161;5;1501;5996;100;239128;89;Changed torus current to 1500A
18330;99-05-18;02:19;14;10009707;3He_full;0.9;1161;5;1499;5996;100;238809;89;
18331;99-05-18;03:52;14;10011235;3He_full;0.89;1161;5;1499;5996;100;238237;88;
18332;99-05-18;05:23;15;10559242;3He_full;0.89;1161;5;1501;5996;100;249393;95;
18333;99-05-18;07:12;2;999732;3He_full;0.9;1161;5;1499;5996;100;24890;9;
18334;99-05-18;07:27;15;10011174;CH2;0.89;1161;5;1499;5996;100;794468;99;
18335;99-05-18;09:19;5;3038128;C12;0.91;1161;8;1501;5996;100;141842;32;Start 12C target run until beam is off
18338;99-05-18;18:35;2;1279428;empty;0.95;2261;7;2249;5996;128;123545;26;Empty target run after changing to 2.2 Gev. Target is filling
18341;99-05-18;19:17;19;10006882;empty;0.91;2261;10;2251;5996;128;731728;120;Target seems full. Production run.
18342;99-05-18;21:32;12;6083019;empty;0.91;2261;11;2249;5996;128;452248;73;Production run.
18343;99-05-18;23:09;18;9594875;empty;0.9;2261;11;2249;5996;128;690836;114;Production run.
18346;99-05-19;02:41;19;10055629;3He_full;0.9;2261;11;2251;5996;128;726899;124;
18348;99-05-19;05:23;19;10025956;other;0.9;2261;7;2249;5996;128;460118;114;
18349;99-05-19;07:30;6;3124044;3He_full;0.91;2261;11;2249;5996;128;229984;37;back to 3He only
18350;99-05-19;08:11;19;10018679;3He_full;0.9;2261;11;2249;5996;128;703566;109;
18351;99-05-19;10:05;17;8972664;3He_full;0.85;2261;11;2251;5996;128;699247;114;Production run
18356;99-05-19;15:38;3;1720480;empty;0.96;2261;35;2249;5996;128;1319569;80;
18362;99-05-19;20:08;5;3087363;other;0.94;2261;2;2249;5996;128;306105;58;Production run with CH2 and filling 3He.
18363;99-05-19;21:14;10;5146891;C12;0.91;2261;1;2249;5996;128;224230;65;Production run with C12 AND 3He.
18364;99-05-19;22:25;6;3088937;C12;0.9;2261;1;2249;5996;128;138042;35;Production run with C12 AND 3He.
18365;99-05-19;23:07;9;4689537;3He_full;0.9;2261;11;2249;5996;128;314937;50;Production run 3He.
18366;99-05-20;00:10;13;6645826;3He_full;0.9;2261;11;2249;5996;128;432335;73;
18367;99-05-20;01:28;5;2603131;3He_full;0.9;2261;11;2249;5996;128;195068;33;
18368;99-05-20;02:24;2;761626;3He_full;0.78;2261;11;2249;5996;128;57535;8;
18370;99-05-20;02:46;20;10100357;3He_full;0.89;2261;11;2251;5996;128;674607;107;
18374;99-05-20;05:16;11;5804322;3He_full;0.92;2261;11;2249;5996;128;432470;77;
18375;99-05-20;08:59;3;1622051;empty;0.94;2261;35.2;2249;5996;128;662815;32;Start Empty Target Run While Target is worked on.
18376;99-05-20;10:19;6;3705972;empty;0.95;2261;35.2;2251;5996;128;1605411;84;
18378;99-05-20;12:01;8;4335162;empty;0.91;2261;35.2;2249;5996;128;985420;58;
18379;99-05-20;13:04;1;323033;CH2;0.94;2261;10;2251;5996;128;36451;6;
18380;99-05-20;14:29;6;3170779;3He_full;0.91;2261;10;2249;5996;128;210116;38;
18381;99-05-20;15:22;1;451045;3He_full;0.95;2261;10;2251;5996;128;54922;10;
18382;99-05-20;17:06;8;4161425;3He_full;0.9;2261;10;2251;5996;128;269826;47;
18383;99-05-20;18:51;3;1393228;3He_full;0.92;2261;8;2251;5996;128;97064;21;
NEW TUNI;NG;;;;;;;;;;;;;
18384;99-05-20;19:41;19;10149921;3He_full;0.91;2261;10;2251;5996;128;704792;124;
NEW TUNI;NG. still;proble;m wi;th DC HV (;sector 5 r;eg.1 wi;re 96-;>128..;);;;;;
18385;99-05-20;21:58;18;9754057;3He_full;0.9;2261;10;2251;5996;128;677712;110;
Producti;on run;;;;;;;;;;;;;
18386;99-05-21;00:21;18;10022819;3He_full;0.91;2261;10;2249;5996;128;691165;123;
18388;99-05-21;02:58;17;9038090;3He_full;0.92;2261;10;2249;5996;128;619923;122;
18389;99-05-21;07:46;12;6248533;3He_full;0.92;2261;10;2251;5996;0;428585;83;
18391;99-05-21;18:33;3;998378;empty;0.94;2261;10;2249;5996;0;65286;62;daq test
18393;99-05-22;03:09;1;465484;empty;0.97;2261;30;2249;5996;0;416534;25;empty target run
18394;99-05-22;03:41;2;1226914;empty;0.97;2261;30;2249;5996;128;1114251;58;
18399;99-05-22;06:07;6;3688987;CH2;0.94;2261;10;2249;5996;128;398101;67;CH2 run while filling the target
18400;99-05-22;07:20;8;4993777;CH2;0.94;2261;10;2249;5996;128;587678;98;CH2 run while filling the target
18401;99-05-22;09:13;4;2063639;empty;0.93;2261;20;2249;5996;128;531555;35;
18402;99-05-22;09:54;14;7795508;3He_full;0.91;2261;10;2249;5996;128;572889;115;
18403;99-05-22;12:36;4;2132694;3He_full;0.91;2261;10;2249;5996;128;143411;27;
18405;99-05-22;14:43;9;4794427;3He_full;0.91;2261;10;2251;1;128;327733;57;
18406;99-05-22;17:43;7;3814356;3He_full;0.91;2261;10;2249;5996;128;261062;49;production data
18407;99-05-22;19:45;5;3861613;3He_full;0.88;2261;10;2249;5996;128;247597;63;production data
18408;99-05-22;23:07;9;4668100;3He_full;0.89;2261;10;2247;5996;128;333220;66;production data
18409;99-05-23;02:30;16;9014795;3He_full;0.91;2261;10;2251;5996;128;654368;126;production data
beam was;down a li;ttle w;hile;. but is b;ack after;croos-t;alk ch;eck;;;;;;
18410;99-05-23;05:09;9;5073950;3He_full;0.92;2261;10;2249;5996;128;449217;80;Beam unstable due to storm
18411;99-05-23;07:00;8;4143765;empty;0.9;2261;35;2249;5996;128;931592;49;
18412;99-05-23;08:10;13;7873813;CH2;0.94;2261;10;2249;5996;128;866945;154;
18413;99-05-23;10:47;4;1906608;CH2;0.89;2261;10;2251;5996;128;103929;19;
18414;99-05-23;11:11;8;5044387;CH2;0.95;2261;4;2249;5996;128;256784;104;Running 3He and Ch2 at the same time
18415;99-05-23;12:59;12;8528322;3He_full;0.94;2261;5;2249;5996;128;551987;198;
18416;99-05-23;17:08;2;720179;3He_full;0.95;2261;5;2251;5996;128;47183;15;production run
18428;99-05-23;20:10;1;699372;3He_full;0.95;2261;5;2249;5996;128;44836;16;He3 run
18430;99-05-23;20:37;18;9820607;3He_full;0.9;2261;10;2249;5996;128;678200;117;He3 run
18431;99-05-23;22:39;21;10978485;3He_full;0.9;2261;10;2249;5996;128;760325;135;He3 run
18432;99-05-24;01:13;19;10026887;3He_full;0.91;2261;10;2249;5996;128;686122;121;He3 run
prodcuti;on data;;;;;;;;;;;;;
18433;99-05-24;03:19;19;10013289;3He_full;0.9;2261;10;2249;5996;128;686453;118;He3 run
prodcuti;on data;;;;;;;;;;;;;
18437;99-05-24;05:50;17;9135999;3He_full;0.9;2261;10;2249;5996;128;700992;121;He3 run
prodcuti;on data;;;;;;;;;;;;;
18438;99-05-24;08:21;1;753641;empty;0.97;2261;10;2249;5996;128;591103;40;
18441;99-05-24;16:06;1;621773;empty;0.94;4461;30;2249;5996;400;330697;33;empty target run
18442;99-05-24;17:12;17;9210414;empty;0.92;4461;35;2251;5996;400;2726937;140;MOre empty target
18443;99-05-24;20:01;2;1126000;3He_full;0.96;4461;5;2249;5996;400;118418;83;He target  gassy!
18446;99-05-25;00:29;1;499496;empty;0.94;4461;20;2251;5996;400;112089;10;Empty target contiues - target is being worked on.
18447;99-05-25;00:42;11;7424810;CH2;0.95;4461;5;2251;5996;400;525672;162;Sort of empty target contiues
18449;99-05-25;04:52;15;9404013;3He_full;0.93;4461;7;2251;5996;400;633397;150;3He production
18451;99-05-25;08:52;4;1984215;other;0.92;4461;7.2;2249;5996;400;101833;24;
18453;99-05-25;09:25;13;6972818;3He_full;0.91;4461;10;2249;5996;400;481877;85;
18454;99-05-25;11:32;1;348832;3He_full;0.97;4461;10;2251;5996;400;61306;18;DAQ test
18456;99-05-25;12:10;12;7200615;CH2;0.93;4461;7;2253;5996;400;471551;121;CH2 + 3He
18458;99-05-25;14:44;15;8444335;3He_full;0.91;4461;10;2249;5996;400;559804;103;
18459;99-05-25;17:05;28;15878742;3He_full;0.91;4461;10;2249;5996;400;1047862;191;
18460;99-05-25;20:21;21;12094811;3He_full;0.91;4461;10;2249;5996;400;792143;143;he3 prodcution with 4.4 GeV
18461;99-05-25;22:51;27;15265412;3He_full;0.91;4461;10;2249;5996;400;997485;188;he3 prodcution with 4.4 GeV
18462;99-05-26;02:17;28;16040469;3He_full;0.91;4461;10;2249;5996;400;1045583;191;he3 prodcution with 4.4 GeV
18463;99-05-26;05:37;18;10359329;3He_full;0.92;4461;9.3;2251;5996;400;665394;131;he3 prodcution with 4.4 GeV
18464;99-05-26;07:54;19;11140382;3He_full;0.92;4461;9.3;2249;5996;400;717380;139;he3 prodcution with 4.4 GeV
18465;99-05-26;10:16;1;565125;3He_full;0.91;4461;10;2251;5996;400;54694;9;
18469;99-05-26;11:06;25;14112356;3He_full;0.91;4461;10;2251;5996;400;916292;172;
18470;99-05-26;14:01;24;13223629;3He_full;0.92;4461;10;2249;5996;400;859195;165;
18471;99-05-26;17:05;5;2870884;3He_full;0.91;4461;10;2251;5996;400;201668;36;
18472;99-05-26;17:59;23;12691632;3He_full;0.91;4461;10;2251;5996;400;826656;152;
18473;99-05-26;20:58;8;5657526;3He_full;0.94;4461;5.2;2251;5996;400;329602;112;5 nA
18474;99-05-26;23:26;2;1273374;3He_full;0.96;4461;5.2;2251;5996;400;61918;51;junk
18475;99-05-27;01:10;7;4981330;3He_full;0.94;4461;5.2;2249;5996;400;280158;122;He3 production run low luminosity
bad regi;on 2 secto;r3;;;;;;;;;;;;
18476;99-05-27;04:24;3;2029177;3He_full;0.95;4461;4.8;2251;5996;400;116920;42;He3 production run low luminosity
bad regi;on 2 secto;r3;;;;;;;;;;;;
18477;99-05-27;07:18;2;829507;3He_full;0.95;4461;4.8;2249;5996;400;47389;18;Continue with He-3 at 4.4 GeV.
18496;99-05-27;10:21;2;489835;other;0.87;4461;0;2251;5996;400;22527;4;DAQ_test
18506;99-05-27;11:18;4;3029471;other;0.66;4461;0;2249;5996;99;17;17;DAQ_test
18509;99-05-27;12:18;11;5792811;other;0.84;4461;0;2251;5996;38;40;42;DAQ_test
18511;99-05-27;13:22;2;1009376;other;0.66;4461;0;2249;5996;400;24780;7;DAQ_test
18518;99-05-27;14:33;1;535441;other;0.9;4461;5;2249;5996;248;20483;6;DAQ_test
18519;99-05-27;14:44;8;4609676;C12;0.92;4461;5;2249;5996;400;190931;59;production run  3He + 12C
18520;99-05-27;15:49;11;7302423;3He_full;0.94;4461;6;2251;5996;400;439696;132;
18521;99-05-27;18:09;23;12881184;3He_full;0.92;4461;10;2251;5996;400;859606;167;production run with 10 nA on 3He
18522;99-05-27;21:54;2;1527657;empty;0.97;4461;35;2249;5996;400;1284157;65;Empty target run - could be the last one of this run period.
